"","recid","ASVAB_gs","ASVAB_ar","ASVAB_wk","ASVAB_pc","ASVAB_no","ASVAB_cs","ASVAB_asi","ASVAB_mk","ASVAB_mc","ASVAB_ei","RSE1_1980","RSE2_1980","RES3_1980","RES4_1980","RES5_1980","RES6_1980","RES7_1980","RES8_1980","RES9_1980","RES10_1980","ROSENBERG_SCORE_1980","ROTTER_1A_1979","ROTTER_1B_1979","ROTTER_2A_1979","ROTTER_2B_1979","ROTTER_3A_1979","ROTTER_3B_1979","ROTTER_4A_1979","ROTTER_4B_1979","ROTTER_SCORE_1979","med","nsib","race","male","nuclear","urban","moth_age_birth","income","cross_sction","sex","fed","yob","ageASVAB","ageRES","ageROTTER","acgrd_1","acgrd_2","acgrd_3","acgrd_4","acgrd_5","acgrd_6","acgrd_7","acgrd_8","acgrd_9","acgrd_10","acgrd_11","acgrd_12","acgrd_13","_merge"
"494",1419,30,38,25,32,29,43,33,38,35,39,2,3,3,2,2,2,2,3,3,3,18,1,2,2,2,1,1,1,2,9,9,2,2,0,0,0,13,37.6088562011719,1,2,10,1961,20,19,18,9,9,9,9,9,9,9,9,9,9,9,9,0,3
"495",1422,36,35,41,41,41,41,42,38,37,27,2,1,3,1,3,2,2,3,2,3,21,2,2,2,1,1,2,2,2,11,12,2,3,0,1,0,20,79.4045791625977,1,2,12,1963,18,17,16,9,10,11,12,12,12,12,12,0,0,0,0,0,3
"496",1425,58,59,51,56,51,47,55,57,65,63,1,2,4,1,4,1,2,2,3,4,25,1,2,2,2,1,1,2,2,8,12,2,3,1,1,0,19,65.8898849487305,1,1,14,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"497",1426,52,46,54,53,62,57,53,48,52,51,1,1,4,2,4,2,2,3,2,2,22,1,2,2,1,1,1,2,1,8,13,1,3,0,1,1,44,49.1392974853516,1,2,15,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"498",1427,56,59,56,53,62,58,53,55,55,49,2,2,3,2,3,2,2,2,1,2,16,1,1,1,2,2,2,2,1,7,16,2,3,0,1,1,21,40.1257858276367,1,2,20,1964,17,16,15,11,12,12,12,12,12,12,13,13,0,0,0,0,3
"499",1433,40,46,43,41,49,36,44,54,53,53,1,2,4,2,4,2,2,2,3,2,21,1,1,1,1,1,2,2,1,5,11,2,1,1,1,0,20,26.1860961914062,1,1,12,1963,18,17,16,10,11,12,13,14,15,16,17,17,17,17,0,0,3
"500",1434,42,39,24,23,30,31,30,35,40,34,1,1,3,1,3,1,2,2,3,3,23,1,1,2,1,2,1,2,1,10,6,5,3,1,0,1,24,20.0468292236328,1,1,4,1961,20,19,18,10,11,11,11,11,11,11,11,11,11,11,11,0,3
"501",1437,34,32,44,29,40,40,26,35,42,34,1,1,4,1,4,1,2,4,3,4,28,1,1,1,1,2,1,2,1,7,11,6,1,0,0,1,22,17.1597480773926,1,2,4,1963,18,17,16,10,10,10,10,10,10,10,10,10,10,0,0,0,3
"502",1438,40,38,28,32,39,50,30,37,38,34,1,1,3,2,3,2,2,2,2,4,21,2,1,2,1,1,2,2,2,12,10,2,1,0,0,1,19,7.05445575714111,1,2,9,1963,18,17,16,10,11,11,12,12,12,12,12,12,12,12,0,0,3
"503",1439,30,39,29,26,38,48,44,40,35,37,2,2,3,2,3,2,2,2,2,3,18,2,1,1,1,1,1,1,1,10,10,2,1,0,0,1,17,7.05445575714111,1,2,9,1961,20,19,18,10,11,12,12,12,12,12,13,14,14,14,14,0,3
"504",1441,30,34,38,29,31,43,33,38,38,32,2,2,3,2,3,2,2,1,3,3,18,2,2,1,1,1,1,2,2,7,6,5,2,0,0,1,15,8.4193229675293,1,2,NA,1963,18,17,16,7,7,7,7,7,7,7,7,7,7,7,0,0,3
"505",1442,32,34,33,38,38,44,33,43,46,32,2,3,3,2,3,2,3,2,3,3,17,1,1,2,1,1,1,2,1,7,8,3,2,0,0,1,16,27.6590690612793,1,2,NA,1964,17,16,15,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"506",1444,48,46,43,62,53,58,44,54,50,46,1,1,4,1,4,1,1,3,4,4,29,1,1,2,2,1,1,1,2,8,10,2,2,0,1,1,16,27.7021198272705,1,2,11,1961,20,19,18,11,12,12,13,13,13,13,13,13,13,13,13,0,3
"507",1445,42,38,43,50,54,57,40,52,44,51,1,1,4,2,4,2,1,4,3,4,27,1,2,2,1,1,1,2,2,9,10,2,2,0,1,0,18,35.5231018066406,1,2,11,1963,18,17,16,11,12,12,12,12,12,0,0,0,0,0,0,0,3
"508",1452,36,34,29,35,48,42,39,43,37,34,2,2,3,2,2,2,2,2,2,2,16,1,2,2,1,2,2,2,2,11,6,9,2,1,1,1,40,63.5266342163086,1,1,6,1964,17,16,15,8,8,8,8,8,8,8,8,8,0,0,0,0,3
"509",1456,52,49,42,47,42,46,49,40,48,58,2,2,3,2,3,2,2,3,2,3,19,2,1,2,2,2,1,2,2,13,12,2,3,1,0,0,17,104.479713439941,1,1,11,1963,18,17,16,8,8,8,8,8,8,8,8,8,8,0,0,0,3
"510",1459,58,57,52,59,52,47,49,60,59,56,2,2,3,2,3,2,2,3,2,3,19,1,2,2,1,1,1,2,2,9,7,8,3,0,0,1,39,3.77450346946716,1,2,6,1963,18,17,16,9,10,11,12,12,12,12,12,12,12,0,0,0,3
"511",1465,40,36,39,41,35,41,40,40,35,34,2,2,2,2,2,3,3,2,2,2,13,1,1,1,2,1,2,2,1,6,10,4,3,0,0,0,19,7.57761573791504,1,2,NA,1964,17,16,15,8,8,8,8,8,8,8,8,8,0,0,0,0,3
"512",1472,42,39,42,32,42,49,40,41,31,44,2,2,3,2,3,2,2,2,2,2,17,2,2,2,2,1,1,1,1,11,10,1,3,0,1,0,23,41.7918853759766,1,2,8,1963,18,17,16,9,10,11,12,13,13,0,0,0,0,0,0,0,3
"513",1479,56,65,59,62,57,62,48,63,65,63,1,1,4,1,4,1,1,4,4,4,30,1,1,1,2,1,1,2,1,5,13,2,3,1,1,1,36,82.5263290405273,1,1,17,1961,20,19,18,11,12,13,14,15,16,17,17,17,18,18,18,0,3
"514",1484,42,36,28,29,36,39,40,37,37,32,2,2,3,2,3,2,2,2,3,3,19,1,2,1,1,1,2,2,2,7,7,1,1,0,0,1,32,NA,1,2,12,1960,21,20,19,9,9,9,9,9,10,10,10,11,11,12,12,0,3
"515",1487,42,47,46,53,62,67,37,43,35,42,1,2,3,2,4,2,2,2,3,4,22,1,2,1,1,1,1,1,2,7,12,3,1,0,1,1,38,61.710693359375,1,2,18,1962,19,18,17,11,12,13,13,13,13,13,13,13,13,13,0,0,3
"516",1490,44,35,38,38,51,40,39,43,40,39,2,2,3,2,3,2,2,3,3,2,19,1,1,2,1,1,2,1,1,11,10,3,1,0,0,0,16,15.8347129821777,1,2,11,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"517",1491,42,38,39,41,39,45,35,41,35,46,2,1,3,2,3,1,2,3,2,3,21,2,2,1,2,1,1,1,2,9,10,1,1,0,0,1,23,18.4782867431641,1,2,14,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"518",1493,50,45,50,62,52,51,44,49,42,42,2,2,3,2,3,2,2,2,2,3,18,1,2,1,1,1,1,1,2,7,12,2,3,0,1,0,18,20.8609619140625,1,2,12,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"519",1501,54,66,59,62,47,52,67,63,65,68,1,1,4,1,4,1,2,1,4,4,26,1,1,2,2,1,1,2,1,6,16,3,3,1,1,1,24,113.632110595703,1,1,16,1963,18,17,16,10,11,12,13,14,15,16,17,17,17,17,0,0,3
"520",1502,60,65,57,59,62,59,53,66,44,51,1,2,4,2,3,2,2,2,2,3,20,1,1,1,2,1,1,2,1,5,16,3,3,0,1,1,25,123.734046936035,1,2,16,1964,17,16,15,10,11,12,13,14,15,16,16,16,16,0,0,0,3
"521",1503,56,64,57,50,53,52,58,65,53,56,2,2,3,2,3,3,2,2,2,2,16,2,1,1,2,2,2,2,2,11,16,1,3,1,0,1,18,31.5154933929443,1,1,18,1964,17,16,15,10,11,12,13,14,15,16,17,18,18,0,0,0,3
"522",1507,50,43,56,59,60,66,46,46,44,49,1,2,3,1,4,2,1,3,2,2,22,1,1,2,1,2,2,2,1,9,14,3,3,0,1,1,21,53.6838073730469,1,2,16,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"523",1508,56,66,60,56,62,63,42,63,57,51,1,2,4,2,4,1,1,3,2,3,24,1,2,2,1,2,1,1,2,13,14,3,3,1,1,1,24,27.1328563690186,1,1,16,1964,17,16,15,11,11,11,12,12,13,13,13,13,0,0,0,0,3
"524",1510,46,57,47,56,44,53,42,52,50,44,2,2,3,2,3,2,2,3,2,3,19,1,2,2,2,1,2,1,2,10,12,2,3,0,1,1,24,54.0386428833008,1,2,14,1963,18,17,16,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"525",1513,48,35,48,47,37,35,42,41,37,44,2,2,4,2,4,1,1,3,3,3,24,1,1,1,1,1,1,2,2,5,16,2,3,1,1,1,24,80.5924682617188,1,1,14,1961,20,19,18,10,11,12,12,12,12,12,12,0,0,0,0,0,3
"526",1530,38,43,43,38,44,42,37,43,40,34,1,2,3,2,3,2,3,3,3,3,20,2,2,2,2,1,1,1,2,10,6,4,1,0,1,1,33,22.7264232635498,1,2,12,1964,17,16,15,10,11,12,12,12,13,13,13,14,0,0,0,0,3
"527",1531,44,54,39,50,62,37,39,55,44,37,2,2,3,2,3,2,3,3,3,4,20,1,1,2,2,1,2,1,1,10,13,3,3,0,1,1,23,45.9304962158203,1,2,12,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"528",1532,36,46,34,62,62,46,37,57,46,37,1,2,4,2,4,1,2,4,3,4,26,1,1,2,2,2,2,2,2,9,12,3,3,0,1,1,25,36.7832450866699,1,2,9,1964,17,16,15,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"529",1533,38,38,43,47,56,54,42,43,38,42,2,2,3,1,3,1,1,3,2,3,22,2,1,2,2,1,1,2,1,9,4,4,2,0,0,1,30,24.3915386199951,1,2,NA,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"530",1535,42,45,44,38,37,42,42,44,29,49,2,2,3,2,3,2,2,3,3,3,20,1,1,1,2,1,1,1,1,8,12,9,2,1,1,1,39,53.8917388916016,1,1,10,1961,20,19,18,9,9,9,9,9,9,9,9,9,9,9,9,0,3
"531",1536,42,39,43,41,36,31,48,40,33,39,2,2,3,2,3,2,2,2,3,3,19,1,1,2,2,1,1,1,1,9,12,9,2,1,1,1,40,61.3668060302734,1,1,10,1962,19,18,17,10,10,10,10,10,10,10,10,10,10,10,0,0,3
"532",1538,50,43,39,53,53,39,40,43,44,39,1,1,4,1,4,1,1,4,4,4,30,1,2,1,1,1,2,1,1,9,13,4,2,0,0,1,26,11.8788986206055,1,2,8,1963,18,17,16,9,10,11,11,12,13,13,13,13,14,15,15,0,3
"533",1540,40,38,41,59,61,64,40,54,46,37,1,2,3,2,4,2,3,4,1,2,19,2,2,1,2,1,2,2,2,9,6,4,2,0,1,1,36,42.7089195251465,1,2,6,1962,19,18,17,10,11,12,12,13,14,15,16,16,16,16,0,0,3
"534",1555,66,53,56,53,59,51,57,66,63,65,1,2,4,2,3,2,2,3,3,4,23,1,1,1,1,1,1,2,1,4,12,4,3,1,1,1,27,75.0551071166992,1,1,14,1961,20,19,18,10,11,12,13,14,14,14,14,14,14,14,14,14,3
"535",1556,52,61,46,56,53,56,60,60,65,60,1,1,4,1,4,1,1,2,3,3,26,2,2,2,2,2,2,2,2,11,12,4,3,1,1,1,28,71.1815338134766,1,1,14,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"536",1557,42,47,44,32,48,45,39,40,55,53,2,2,2,2,2,2,2,2,2,2,15,1,2,2,2,1,2,1,2,10,12,3,3,1,1,1,26,41.8608856201172,1,1,14,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"537",1558,40,62,43,53,61,57,42,44,52,42,2,2,3,1,4,2,2,3,3,2,21,1,2,1,2,1,2,1,2,9,12,3,3,0,1,1,27,75.7547378540039,1,2,14,1963,18,17,16,11,11,11,11,11,11,11,12,13,13,0,0,0,3
"538",1560,46,50,41,44,43,41,55,35,48,53,2,2,3,2,3,2,3,2,2,2,16,1,1,2,1,2,1,2,1,10,12,1,3,1,1,1,21,51.578125,1,1,18,1961,20,19,18,10,11,11,12,12,12,12,12,12,12,12,12,12,3
"539",1561,48,54,47,50,52,31,44,49,44,37,2,2,4,2,4,2,2,3,3,4,23,1,1,2,1,1,2,2,2,9,16,0,2,1,0,1,14,4.07275438308716,1,1,NA,1964,17,16,15,10,11,12,13,14,15,15,15,15,0,0,0,0,3
"540",1565,68,62,59,56,41,59,62,58,63,53,1,1,4,2,4,2,2,2,3,3,23,1,2,1,2,1,1,2,2,7,13,2,3,1,1,1,26,97.6293106079102,1,1,14,1963,18,17,16,11,12,13,14,15,16,16,17,17,18,0,0,0,3
"541",1568,54,49,61,62,43,46,51,54,46,49,1,1,4,2,4,2,1,4,2,4,26,1,1,2,1,1,2,1,2,10,12,4,3,0,1,1,32,74.9200592041016,1,2,14,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"542",1569,68,55,60,56,41,37,55,49,55,65,1,1,4,2,4,1,2,3,2,3,24,1,1,2,2,1,1,1,2,8,12,4,3,1,0,1,23,38.9287338256836,1,1,12,1961,20,19,18,10,11,11,11,12,12,12,12,12,12,12,13,0,3
"543",1571,52,46,61,59,47,56,48,51,44,56,1,2,4,2,4,2,2,2,2,3,21,1,2,2,2,1,1,2,2,8,12,4,3,0,0,1,24,83.0451202392578,1,2,16,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"544",1574,62,59,59,59,54,57,51,66,61,63,2,2,3,2,3,2,2,3,3,3,20,1,1,1,1,1,2,2,2,6,12,3,3,1,1,1,28,106.181251525879,1,1,15,1961,20,19,18,10,11,12,13,14,15,16,16,16,16,16,16,0,3
"545",1580,50,36,44,35,41,41,62,43,44,44,1,1,4,1,4,1,2,2,3,4,26,1,1,2,2,1,1,1,2,8,12,3,3,1,1,1,21,82.6943359375,1,1,12,1962,19,18,17,10,11,11,11,11,11,11,11,11,11,11,0,0,3
"546",1581,30,31,42,38,46,40,39,37,42,32,1,1,3,1,4,1,1,3,3,4,27,2,2,2,2,1,2,1,2,11,12,3,3,0,0,1,23,18.9817409515381,1,2,NA,1962,19,18,17,11,11,11,11,11,11,11,11,11,12,12,12,0,3
"547",1584,54,61,57,56,55,47,53,55,59,49,2,1,4,2,4,2,3,2,3,3,21,2,1,2,2,1,1,2,2,10,12,1,3,0,0,1,29,9.02509498596191,1,2,10,1963,18,17,16,9,10,10,10,10,10,10,10,10,10,0,0,0,3
"548",1585,44,50,48,56,52,47,53,46,52,53,2,2,3,2,4,2,2,3,2,2,19,2,2,2,2,1,1,1,2,10,16,1,3,1,1,1,32,61.710693359375,1,1,13,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"549",1586,52,49,50,59,56,38,49,60,50,46,1,2,3,2,3,2,2,3,3,3,21,1,2,2,2,1,1,2,1,7,16,1,3,0,1,1,33,54.5279579162598,1,2,13,1963,18,17,16,10,11,12,12,12,12,12,12,0,0,0,0,0,3
"550",1590,42,39,43,47,53,45,57,40,46,56,2,2,4,1,4,2,1,3,2,4,24,1,1,2,1,1,2,1,2,10,11,3,3,1,1,1,21,51.6963348388672,1,1,11,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"551",1591,48,47,47,44,44,52,58,40,50,44,1,2,4,1,4,1,1,2,3,4,26,1,1,2,2,2,2,2,1,8,11,3,3,1,1,1,23,31.5237922668457,1,1,11,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"552",1597,52,51,51,56,56,62,53,60,55,53,2,1,4,1,4,1,1,1,2,3,23,1,1,1,1,1,2,1,2,7,10,1,3,1,1,1,25,33.0916595458984,1,1,12,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"553",1598,42,54,51,47,56,60,46,62,42,37,2,2,3,2,3,2,2,2,2,4,19,1,1,2,2,1,2,2,1,7,10,1,3,0,1,1,27,18.668212890625,1,2,12,1964,17,16,15,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"554",1601,50,45,50,56,61,56,60,48,46,44,1,1,4,1,3,1,1,3,3,4,27,1,1,2,1,1,2,2,2,9,12,2,3,1,1,1,24,77.2770462036133,1,1,12,1962,19,18,17,10,11,12,12,12,12,12,13,14,14,14,14,0,3
"555",1602,42,46,48,50,54,54,51,55,42,51,2,3,3,2,3,2,2,2,2,3,17,1,2,2,2,1,2,1,2,10,12,2,3,1,1,1,26,107.88990020752,1,1,12,1964,17,16,15,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"556",1612,58,49,57,56,55,55,62,49,59,58,1,1,3,2,4,1,2,2,3,3,23,1,1,2,2,1,2,2,1,7,12,3,3,1,1,1,16,26.6462173461914,1,1,12,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"557",1613,44,50,55,38,50,51,44,55,63,42,2,2,4,2,4,2,1,3,3,4,24,2,1,2,1,1,1,2,1,10,12,3,3,1,1,1,19,41.5179176330566,1,1,12,1964,17,16,15,10,11,12,13,13,13,13,13,13,13,0,0,0,3
"558",1618,46,59,50,59,53,45,62,51,57,51,2,2,4,2,4,2,2,2,3,4,22,1,2,2,1,1,1,2,2,9,12,5,3,1,1,1,21,28.8574142456055,1,1,12,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"559",1621,62,66,57,53,60,56,58,66,57,60,1,1,4,2,4,1,2,3,4,4,27,1,1,1,2,1,2,1,2,8,17,1,3,0,1,1,34,78.4308090209961,1,2,17,1963,18,17,16,10,11,12,12,13,14,15,15,16,16,16,0,0,3
"560",1624,50,66,61,59,61,62,57,66,61,56,1,1,4,1,4,1,1,4,3,4,29,1,2,1,1,1,1,2,2,6,16,4,3,0,1,1,39,83.5837707519531,1,2,12,1962,19,18,17,10,11,12,13,14,15,16,17,18,19,20,20,0,3
"561",1626,60,65,60,59,62,67,58,66,67,58,1,1,4,1,3,2,2,2,3,4,24,1,1,1,2,1,2,1,2,8,16,3,3,1,1,1,21,64.9390029907227,1,1,14,1963,18,17,16,10,11,12,13,14,15,15,16,16,16,16,0,0,3
"562",1627,54,46,44,47,39,38,60,40,55,58,1,2,3,2,3,1,2,3,2,3,21,1,2,1,1,1,1,2,1,5,16,3,3,1,1,1,22,52.4434776306152,1,1,14,1964,17,16,15,9,10,10,10,10,10,10,11,11,11,0,0,0,3
"563",1629,56,49,55,56,52,48,53,55,57,53,1,1,3,2,4,2,2,4,3,3,24,1,2,2,1,1,1,2,1,8,12,3,3,0,1,1,24,45.901123046875,1,2,12,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"564",1630,52,55,50,56,52,54,60,66,63,63,2,2,3,2,3,2,2,2,2,2,17,1,2,2,1,1,2,2,2,10,12,3,3,1,1,1,26,55.0172691345215,1,1,12,1963,18,17,16,10,11,12,13,14,15,15,15,15,15,0,0,0,3
"565",1631,68,65,61,59,61,57,58,66,67,70,1,1,4,1,4,2,2,3,2,4,25,1,1,1,1,1,1,2,2,5,12,3,3,1,1,1,18,46.4462089538574,1,1,16,1962,19,18,17,10,11,12,12,12,12,12,12,12,13,13,0,0,3
"566",1632,66,66,59,62,58,56,66,68,70,58,1,2,3,2,3,2,2,3,3,3,21,2,2,1,2,2,2,1,1,12,12,3,3,1,1,1,19,77.1885604858398,1,1,16,1963,18,17,16,11,12,13,14,15,16,17,17,17,17,0,0,0,3
"567",1633,56,59,52,59,62,56,48,58,50,56,1,1,4,1,4,2,2,2,2,2,22,2,2,2,2,1,2,2,2,10,12,3,3,0,1,1,20,56.8160552978516,1,2,16,1964,17,16,15,11,12,13,14,15,16,17,18,19,0,0,0,0,3
"568",1635,52,46,44,56,54,54,55,52,53,49,2,2,3,2,3,2,2,2,3,3,19,2,2,2,1,2,2,1,2,13,12,6,3,1,1,1,28,59.0877876281738,1,1,12,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"569",1636,44,45,43,53,61,34,55,55,52,46,2,2,4,2,3,1,2,2,3,4,22,2,2,2,1,2,2,2,2,12,12,6,3,1,1,1,28,59.0877876281738,1,1,12,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"570",1637,38,58,48,53,46,41,53,49,42,51,2,2,3,1,4,2,2,2,2,1,18,2,1,1,1,1,1,1,2,9,16,1,3,1,1,1,25,76.9040985107422,1,1,16,1962,19,18,17,10,11,11,11,11,11,11,11,11,11,11,0,0,3
"571",1639,52,66,61,56,60,53,55,66,53,53,1,1,4,1,4,2,1,4,3,4,28,1,2,2,2,1,1,2,2,8,18,4,3,0,1,0,40,71.1815338134766,1,2,NA,1962,19,18,17,10,11,12,13,14,15,16,16,16,16,16,0,0,3
"572",1642,24,36,33,23,28,40,37,33,31,34,2,2,4,2,2,2,2,2,4,4,21,1,1,1,2,1,2,1,2,8,6,2,2,0,1,1,20,25.5177211761475,1,2,6,1964,17,16,15,10,11,12,13,13,13,13,13,13,0,0,0,0,3
"573",1644,46,42,50,56,52,47,37,41,35,44,1,1,3,3,4,2,2,2,1,2,18,1,2,1,2,2,1,1,1,12,6,1,2,1,1,1,18,31.6770629882812,1,1,4,1961,20,19,18,12,12,13,13,13,13,13,13,13,13,13,13,13,3
"574",1646,30,34,35,44,50,54,31,46,44,37,2,2,3,2,3,2,2,2,2,3,18,2,2,2,2,2,2,2,2,11,12,1,2,0,1,1,27,56.8160552978516,1,2,10,1964,17,16,15,11,12,13,14,14,14,14,14,14,0,0,0,0,3
"575",1650,30,43,30,38,37,50,40,38,50,32,1,2,4,2,3,1,2,3,2,3,22,2,1,2,2,2,2,1,2,13,8,2,2,0,1,1,29,46.3757247924805,1,2,12,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"576",1651,52,58,52,50,62,65,58,63,52,39,2,2,4,2,3,2,2,3,3,3,21,1,2,2,2,1,2,2,2,9,11,3,2,1,1,1,18,60.0138359069824,1,1,9,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"577",1652,62,59,60,59,62,44,64,65,63,60,1,1,4,2,3,2,2,3,2,4,23,1,1,1,1,1,2,1,2,7,12,3,3,0,1,1,32,59.317943572998,1,2,18,1961,20,19,18,10,11,12,13,13,13,13,13,13,13,13,13,0,3
"578",1658,58,61,61,62,52,52,58,65,65,46,1,1,4,1,4,1,1,3,4,4,29,2,2,1,2,1,2,2,2,9,12,6,3,0,1,1,23,71.4508590698242,1,2,12,1962,19,18,17,11,12,13,14,15,16,16,16,16,16,16,0,0,3
"579",1659,46,55,50,47,52,45,55,54,50,46,2,1,4,2,4,2,2,3,3,4,24,2,2,1,2,1,2,2,2,9,12,6,3,1,1,1,24,60.7305717468262,1,1,12,1963,18,17,16,10,11,12,13,13,14,14,14,14,14,0,0,0,3
"580",1662,48,46,56,59,59,48,44,41,48,53,1,1,4,1,4,2,1,2,2,4,25,1,1,1,1,1,1,1,1,7,12,7,3,0,1,1,17,52.4072074890137,1,2,12,1962,19,18,17,11,12,12,12,12,12,12,12,12,0,0,0,0,3
"581",1663,54,43,46,41,41,41,58,44,52,53,1,1,4,1,4,2,3,3,2,3,23,1,2,1,2,2,2,1,2,10,12,7,2,1,0,1,19,6.43915319442749,1,1,12,1964,17,16,15,10,11,11,11,12,12,12,12,12,12,0,0,0,3
"582",1667,60,47,56,53,39,41,66,43,57,58,2,2,3,2,3,2,2,3,3,3,20,2,2,2,2,2,2,1,2,12,12,3,3,1,0,1,20,14.2191467285156,1,1,12,1964,17,16,15,10,11,11,11,11,11,11,11,11,0,0,0,0,3
"583",1669,66,51,56,59,53,58,67,65,65,58,2,1,4,1,4,1,1,4,4,4,29,1,1,1,1,1,1,2,2,5,12,2,2,1,1,1,29,116.369491577148,1,1,16,1963,18,17,16,10,11,12,13,14,15,0,0,0,0,0,0,0,3
"584",1670,68,65,60,56,59,54,66,66,65,65,1,2,4,2,4,1,1,2,3,3,24,1,2,2,2,1,1,1,2,9,18,1,3,1,1,1,23,107.455635070801,1,1,18,1963,18,17,16,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"585",1680,50,39,52,50,62,65,40,44,53,53,2,2,4,1,4,2,1,3,4,4,26,1,1,1,1,1,1,1,2,6,16,0,3,0,0,1,35,43.8952789306641,1,2,NA,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"586",1681,50,50,59,38,52,45,49,52,40,34,1,1,4,1,4,2,2,4,4,4,28,1,2,2,1,1,2,1,2,11,18,2,3,1,0,1,24,11.069447517395,1,1,14,1962,19,18,17,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"587",1682,54,43,54,47,36,44,53,48,57,46,1,2,3,1,4,2,2,2,1,4,21,1,2,2,2,1,1,2,1,7,12,1,3,1,1,1,40,64.0940017700195,1,1,12,1961,20,19,18,11,11,11,12,12,12,12,12,12,12,12,0,0,3
"588",1687,38,34,25,23,21,26,40,37,35,34,1,2,1,1,4,2,3,2,3,3,19,2,1,1,1,2,2,1,1,12,10,5,1,1,0,1,20,12.2472763061523,1,1,NA,1961,20,19,18,10,10,10,10,10,10,10,10,10,10,10,10,0,3
"589",1693,38,40,25,35,41,42,44,41,42,39,2,2,3,2,3,2,2,3,3,3,20,2,1,2,1,2,1,1,1,16,6,4,2,1,1,1,23,22.9855365753174,1,1,NA,1963,18,17,16,10,10,10,10,10,10,10,10,10,10,0,0,0,3
"590",1703,48,46,44,47,62,44,39,49,42,34,1,1,4,1,4,2,2,3,3,3,25,2,2,2,2,1,2,2,1,9,12,3,2,0,0,1,20,63.6375427246094,1,2,NA,1963,18,17,16,11,12,13,14,14,14,14,15,15,15,0,0,0,3
"591",1715,50,46,54,59,43,44,46,55,59,49,1,1,4,2,4,1,1,4,4,4,29,1,1,2,2,1,2,2,1,7,15,1,1,1,1,1,22,58.0746154785156,1,1,16,1961,20,19,18,11,12,13,14,14,14,14,0,0,0,0,0,0,3
"592",1716,38,43,48,50,62,56,44,46,40,51,1,1,3,2,4,1,1,2,4,4,26,1,2,1,1,1,2,2,2,7,12,2,1,0,1,1,21,86.3983993530273,1,2,16,1961,20,19,18,10,11,12,13,13,13,13,13,13,13,13,13,0,3
"593",1723,32,40,44,41,62,66,31,46,35,37,1,1,4,2,4,1,1,4,4,4,29,1,1,1,1,1,1,1,1,7,2,10,2,0,1,1,33,61.0028839111328,1,2,0,1962,19,18,17,9,10,11,11,12,12,12,0,0,0,0,0,0,3
"594",1726,32,43,37,41,55,63,39,48,31,34,1,1,3,2,3,2,2,2,3,3,21,2,2,2,2,1,1,1,2,10,12,10,3,0,1,1,31,16.6090240478516,1,2,12,1962,19,18,17,11,11,11,12,12,12,12,12,0,0,0,0,0,3
"595",1727,38,43,33,41,46,51,40,49,42,37,2,2,3,2,3,2,3,2,2,1,15,2,2,2,1,1,2,1,1,13,12,10,3,0,1,1,33,54.9221878051758,1,2,12,1964,17,16,15,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"596",1731,44,62,54,59,51,48,60,43,61,51,2,2,4,2,3,2,2,3,2,3,20,1,1,2,1,1,2,1,1,11,12,4,3,1,1,1,29,39.5963287353516,1,1,12,1963,18,17,16,11,11,11,11,11,11,11,11,11,11,0,0,0,3
