"","recid","ASVAB_GS","ASVAB_AR","ASVAB_WK","ASVAB_PC","ASVAB_NO","ASVAB_CS","ASVAB_AI","ASVAB_SI","ASVAB_MK","ASVAB_MC","ASVAB_EI","ASVAB_AO","sex","moth_age_birth","cross_sction","med","race","nsib","nuclear","urban","income","fed","yob","AGE_ASVAB","acgrd_1","acgrd_2","acgrd_3","acgrd_4","acgrd_5","acgrd_6","acgrd_7","acgrd_8","acgrd_9","acgrd_10","acgrd_11","acgrd_12","acgrd_13","_merge"
"123",501,-1448,-1641,-1833,-1761,16735,3818,-1307,-1647,-794,-1912,-1646,-1326,1,28,1,12,4,4,0,1,85.5673980712891,12,1982,17,9,9,9,9,9,9,9,9,9,9,9,0,0,3
"124",503,644,-196,587,-221,20696,4494,-613,-160,-45,10,219,-506,1,27,1,12,4,3,1,1,80.4589462280273,16,1981,18,10,11,12,13,14,15,16,17,18,18,18,18,0,3
"125",506,272,-83,183,782,20231,10223,-667,-623,282,265,203,1159,1,30,1,12,4,1,0,1,51.493724822998,14,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"126",508,-1477,-1421,177,-1647,11723,7166,-1453,-1302,-1283,-1968,-2025,-2122,1,33,1,3,2,1,1,1,44.3894119262695,3,1981,18,10,10,10,10,10,10,10,10,10,10,10,10,0,3
"127",515,-890,-1158,-1039,-1196,11505,4798,-680,-825,-1630,-1539,-1591,-780,2,22,1,12,2,5,0,1,19.3101463317871,NA,1983,16,10,10,11,12,12,12,12,12,12,12,0,0,0,3
"128",516,-1077,-1730,-1532,-1723,14739,4024,-678,-1093,-1033,-1889,-1409,-315,1,22,1,12,2,5,0,1,4.37631845474243,NA,1983,16,10,10,10,10,10,10,10,10,10,10,0,0,0,3
"129",522,-1664,-1348,-1116,-1261,13551,1280,-2016,-1556,-964,-1888,-1699,-1297,1,25,1,12,2,1,0,1,16.0917892456055,NA,1983,16,11,11,11,11,11,11,11,11,11,11,0,0,0,3
"130",529,247,934,1161,412,19517,4459,-1152,-617,966,-722,-705,124,2,27,1,14,2,6,0,1,19.3101463317871,NA,1982,17,11,12,13,14,15,15,16,16,16,16,16,0,0,3
"131",537,-1092,-2721,-1245,-1416,9312,-4628,-1841,-492,-1242,-490,-712,-1549,1,22,1,13,4,3,0,1,92.5,10,1982,17,11,11,11,11,11,11,11,11,11,11,11,0,0,3
"132",538,-768,-764,-1152,-1814,11080,1949,-1575,-1867,-1766,-2101,-2305,-1397,2,24,1,13,4,3,0,1,39.6501655578613,10,1983,16,11,11,11,11,11,11,11,11,11,11,0,0,0,3
"133",543,-800,276,-830,-929,19209,7983,-1027,-487,567,206,-1106,587,1,40,1,8,2,1,0,1,46.1297950744629,6,1983,16,10,11,12,13,14,14,14,14,14,14,0,0,0,3
"134",546,756,1389,405,953,30864,10340,-131,-328,2180,51,-68,1136,1,27,1,16,4,1,1,1,42.2555084228516,16,1980,19,11,12,13,14,15,15,16,16,16,17,17,17,17,3
"135",553,-550,-651,-1731,-1547,11144,4510,-1524,-504,-836,122,-1748,-535,1,27,1,15,4,3,0,1,102.021942138672,12,1983,16,9,9,9,9,9,9,9,9,9,9,0,0,0,3
"136",557,377,23,214,867,16376,8429,-198,-844,450,550,-28,949,2,27,1,18,2,2,1,1,46.4848861694336,16,1981,18,11,12,13,14,14,15,15,16,17,18,18,18,0,3
"137",560,-1731,-459,-728,-511,16870,5081,-1276,-1406,-458,-2178,-1484,-1220,2,25,1,13,4,2,1,1,45.2200698852539,12,1981,18,11,12,12,12,13,13,13,13,13,13,13,13,0,3
"138",563,-1836,-2234,-1671,-1329,9554,3798,-1450,-2061,-1694,-2052,-2342,-2039,1,21,1,9,4,2,0,1,29.0876865386963,NA,1982,17,10,10,10,10,10,10,10,10,10,10,10,0,0,3
"139",564,132,293,290,-177,22952,9834,-747,-703,704,255,-371,21,1,26,1,13,4,1,1,1,79.7462463378906,12,1983,16,11,12,12,13,14,15,15,15,15,15,0,0,0,3
"140",567,-383,24,-722,-643,23339,10525,-916,-897,450,-905,-506,-1675,1,24,1,12,4,2,1,1,58.8851623535156,11,1980,19,11,12,12,12,12,12,12,12,12,12,12,12,12,3
"141",568,-401,-165,-954,626,17793,8631,-909,-505,-7,-259,-366,778,1,25,1,12,4,2,1,1,76.9884796142578,11,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"142",569,-934,82,-870,-811,17261,7618,-493,-317,-550,-527,206,-475,1,27,1,12,4,3,1,1,136.802200317383,12,1981,18,11,11,11,11,11,11,11,11,11,11,11,11,0,3
"143",570,-1564,-388,-1472,-1239,23212,10686,-1688,-1011,-406,-1432,-682,-685,2,28,1,12,4,3,1,1,32.5,12,1982,17,10,10,10,10,10,10,10,10,10,10,10,0,0,3
"144",572,342,225,244,-425,14990,7143,-1099,-338,290,74,-1108,-175,1,27,1,13,4,2,0,1,80.2324981689453,12,1983,16,11,11,11,11,11,11,11,11,11,11,0,0,0,3
"145",573,-1463,-848,-2209,-1189,16493,5935,-1981,-1984,-731,-1497,-2469,-1143,2,18,1,8,2,7,1,1,38.0113143920898,5,1981,18,10,10,10,10,10,10,10,10,10,10,10,10,0,3
"146",574,-2292,-2681,-2222,-1811,871,2462,-137,-1885,-2547,-2471,-2412,-1916,2,19,1,8,2,7,1,1,29.4503040313721,5,1983,16,9,9,9,9,9,9,9,9,9,9,0,0,0,3
"147",576,-534,-727,-329,177,10178,6957,-478,-923,431,-266,-694,-424,1,27,1,14,4,2,1,1,92.4741439819336,17,1981,18,10,11,12,13,13,14,14,14,14,14,14,14,0,3
"148",578,-9,-1124,562,-1172,21147,11006,-640,-1236,314,-1788,-392,-1624,1,24,1,14,4,3,1,1,72.6638488769531,14,1982,17,10,11,11,12,12,12,12,12,12,12,12,0,0,3
"149",579,686,-664,774,831,11993,9244,-875,-652,-119,376,-18,298,2,25,1,12,4,2,1,1,43.2386360168457,12,1980,19,11,12,13,13,14,15,16,16,17,18,19,19,19,3
"150",580,-487,-779,-843,-103,14835,2691,-810,-216,-1070,13,-1055,-808,1,28,1,12,4,2,1,1,43.2386360168457,12,1983,16,11,12,13,13,13,13,13,13,13,13,0,0,0,3
"151",581,-613,-443,-1504,-1228,22066,4929,-983,-1377,799,-766,-1052,-912,1,33,1,12,4,3,1,1,15.5799999237061,NA,1982,17,11,12,13,13,14,14,14,14,14,15,15,0,0,3
"152",582,-1333,-1479,-1788,-1554,10739,252,-1740,-1943,-1684,-1218,-2354,-1954,2,34,1,12,4,3,1,1,22.3997688293457,NA,1983,16,10,11,11,11,11,11,11,11,11,11,0,0,0,3
"153",583,1044,-101,775,575,16993,6467,-505,-323,642,-135,30,-929,2,22,1,16,4,3,0,1,31.1107921600342,14,1981,18,10,11,11,12,13,13,13,13,13,13,13,13,0,3
"154",588,-1953,-2365,-1813,-1474,-151,4202,-2115,-2399,-1992,-2477,-2387,-1964,1,20,1,11,4,4,0,1,17.2595081329346,10,1983,16,11,11,11,11,11,11,11,11,11,0,0,0,0,3
"155",589,-1011,-1117,-1338,-1764,6654,429,-1170,-960,-2055,-1341,-1231,-1249,1,20,1,11,4,4,0,1,11.6701822280884,10,1983,16,10,10,10,10,10,11,11,11,11,11,0,0,0,3
"156",590,-109,1596,151,345,30263,11270,-702,-729,1405,216,402,173,1,27,1,12,4,1,1,1,46.6807289123535,12,1983,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"157",591,268,39,-553,477,14601,3257,-955,-1412,432,-416,-835,63,2,21,1,12,2,4,0,1,15.0190029144287,10,1982,17,10,11,12,13,14,15,16,16,16,16,16,0,0,3
"158",593,644,796,617,699,21721,8790,-1041,-224,1129,-304,-419,1512,2,24,1,12,2,2,1,1,62.0261154174805,13,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"159",594,-1546,-2770,-2067,-2132,-3275,3263,-1236,-2412,-2091,-2304,-2214,-1839,2,15,1,8,1,2,0,1,34.5651626586914,NA,1980,19,10,10,10,10,10,10,10,10,10,10,10,10,10,3
"160",596,-614,-664,899,1013,19685,10022,-982,-696,-886,-622,-257,-717,2,26,1,12,4,2,0,1,12.1943187713623,NA,1981,18,9,9,9,9,9,9,9,9,9,9,9,9,0,3
"161",598,-387,-977,-673,-335,14322,9129,-1091,-1372,651,-715,-413,131,1,18,1,12,2,1,1,1,39.4899597167969,12,1981,18,11,12,12,12,13,13,13,13,13,13,13,13,0,3
"162",604,-562,-679,-735,-357,20345,3215,-1164,-2100,220,-1287,-852,438,2,18,1,6,2,5,1,1,20.6753730773926,6,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"163",605,-1070,-965,-1063,-747,12525,6202,-1411,-361,-307,-1329,-1213,-763,2,24,1,12,2,3,0,1,26.7346591949463,NA,1983,16,9,9,9,9,9,9,9,9,9,9,0,0,0,3
"164",606,627,265,565,652,23791,11655,66,3,1064,-231,-143,343,1,20,1,16,4,2,0,0,11.9690723419189,12,1980,19,11,12,12,12,12,12,12,12,12,12,12,12,12,3
"165",608,248,-285,1138,791,14048,7720,-788,-538,147,9,261,-666,1,20,1,12,4,1,0,1,72.9386367797852,12,1983,16,11,12,12,13,14,14,15,15,15,15,0,0,0,3
"166",609,192,-681,-509,-21,20369,10006,-1169,-715,802,-930,-591,-286,2,30,1,14,4,1,1,1,111.115943908691,12,1982,17,11,12,13,13,14,15,16,17,17,17,17,0,0,3
"167",613,50,181,339,152,22822,7558,-1349,-688,288,145,158,-106,1,23,1,12,4,1,1,1,33.2563629150391,12,1983,16,11,12,13,14,14,14,14,15,15,15,0,0,0,3
"168",618,-79,-77,-267,429,22213,4249,-1377,-969,777,-382,-221,-797,1,23,1,11,2,3,1,0,79.4934387207031,12,1981,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"169",619,-1694,-825,-1469,-1576,9558,6695,-2000,-2025,-1046,-670,-1682,116,1,27,1,12,2,2,1,0,63.2134857177734,12,1983,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"170",624,-279,-295,-300,247,12763,8950,-1309,-996,-1029,-909,-952,-403,2,37,1,4,2,2,1,0,21.5286674499512,4,1980,19,10,11,12,12,13,13,0,0,0,0,0,0,0,3
"171",631,570,1407,363,-226,22095,5008,-268,-295,1200,-339,10,1271,1,22,1,13,4,3,1,1,76.3127975463867,13,1981,18,11,12,13,13,13,13,13,13,13,13,13,13,0,3
"172",633,-134,805,10,1220,16210,8460,-1374,-1301,671,-653,-1208,1372,2,24,1,13,4,3,1,1,59.809684753418,13,1983,16,11,12,13,14,15,15,15,16,17,17,0,0,0,3
"173",635,1368,685,641,643,9613,1589,-1361,-128,160,-846,-321,-1372,2,25,1,12,4,1,0,1,77.346565246582,18,1981,18,11,12,12,12,13,14,14,14,14,14,14,14,0,3
"174",640,-393,-160,-708,34,14679,6163,-841,-259,271,-395,-400,556,1,29,1,16,4,3,1,1,74.5586166381836,16,1982,17,11,12,13,14,15,15,15,15,15,15,15,0,0,3
"175",642,1230,31,984,294,29016,13547,-447,-115,1847,319,1155,499,1,23,1,12,4,2,1,1,80.9953384399414,14,1980,19,11,12,12,12,12,13,13,14,14,14,15,15,16,3
"176",643,320,133,167,4,27960,9536,-630,391,749,155,186,-50,1,24,1,12,4,2,1,1,80.9953384399414,14,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"177",648,135,-165,-689,-1488,14398,3516,-339,-880,-365,-403,-753,-2157,1,26,1,14,4,3,1,1,80.840705871582,14,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"178",649,-828,228,-825,-767,17889,2818,-1182,-1161,1200,-509,-1443,156,1,28,1,14,4,3,1,1,81,14,1982,17,11,12,13,14,15,16,16,16,16,16,17,0,0,3
"179",653,520,1064,455,938,13285,4608,-770,-229,7,575,-394,-260,1,34,1,16,4,4,1,1,59.0032234191895,20,1983,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"180",655,-539,-191,-717,-680,16261,10485,-1181,-1977,-117,-707,-576,-837,2,18,1,11,4,1,1,1,38.6202926635742,11,1981,18,11,11,11,11,11,11,11,11,11,11,11,11,0,3
"181",659,156,967,482,1273,14365,10060,-405,-890,541,121,69,352,1,27,1,15,2,2,1,1,73.4858322143555,NA,1980,19,11,12,12,12,12,12,12,12,12,12,12,12,12,3
"182",660,-382,157,42,746,15206,8391,-1249,-1014,-296,-587,-714,602,2,29,1,15,2,2,1,1,73.4858322143555,NA,1982,17,10,10,10,10,10,10,10,10,10,10,10,0,0,3
"183",662,-2260,-2355,-1555,-960,8109,2399,-1812,-2321,-1949,-2102,-1386,-1660,1,25,1,13,2,2,1,1,76.3642272949219,12,1980,19,9,9,9,9,9,9,10,10,10,10,10,10,10,3
"184",664,-893,-601,-1200,318,7225,1413,-1171,-706,-277,-996,-1206,-1250,1,26,1,12,1,1,0,1,26.967845916748,12,1983,16,11,12,13,13,13,13,13,13,13,13,0,0,0,3
"185",667,-1032,20,-1115,40,22465,7120,-1076,-1187,447,-811,-709,-694,2,37,1,4,4,5,1,1,37.5475082397461,15,1982,17,10,11,12,13,14,14,15,15,16,16,16,0,0,3
"186",672,-355,-422,-775,-663,18433,4892,-1269,-1187,81,-347,-670,-233,2,24,1,16,1,3,1,1,65.0644683837891,18,1980,19,11,12,13,14,15,16,16,16,16,16,16,16,0,3
"187",673,-170,-110,113,303,20333,7269,-946,-261,267,-504,-882,-339,1,27,1,16,1,3,1,1,65.0644683837891,18,1982,17,10,11,12,13,14,15,16,16,16,16,16,0,0,3
"188",675,-1068,-857,-1656,-1524,14560,3044,-2135,-1389,-816,-1560,-1009,-612,2,30,1,9,1,2,0,1,6.34043884277344,NA,1981,18,10,10,10,10,10,10,10,10,10,10,10,11,0,3
"189",677,-1868,-1526,-2267,-1415,13741,762,-2241,-1541,-2511,-1833,-2136,-2122,2,16,1,10,1,4,0,1,5.75242710113525,12,1983,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"190",682,-1033,-507,-283,-795,22002,5399,-1441,-1758,-1478,-397,-1445,-791,2,24,1,12,1,1,0,1,56.3212585449219,16,1980,19,11,12,12,13,14,15,15,15,15,16,17,18,18,3
"191",687,-177,-622,-212,227,13407,6159,365,-743,-500,-139,-501,-1570,1,24,1,14,4,4,0,1,7.29386377334595,12,1983,16,11,11,11,11,11,11,11,11,11,11,0,0,0,3
"192",689,-1539,-318,-2185,-1119,22501,6236,-2079,-2489,-666,-1013,-1826,228,2,22,1,6,2,1,0,1,5.35270833969116,6,1983,16,9,10,11,12,12,12,12,12,12,12,0,0,0,3
"193",694,-42,356,-414,656,21658,10597,-905,-1345,962,-177,-49,610,1,21,1,12,2,4,1,1,36.795482635498,12,1980,19,11,12,13,14,14,14,15,15,15,15,15,15,15,3
"194",705,-416,-297,-795,-417,18395,6949,-1533,-841,-523,-612,-1630,-358,2,22,1,16,4,2,0,NA,55.2624206542969,12,1980,19,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"195",706,-755,139,-168,-352,14512,7531,-1296,-648,-414,-61,-1286,-42,1,23,1,16,4,2,0,1,55.2624206542969,12,1982,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"196",709,-831,-475,-1021,-558,17915,6311,-933,-1830,780,-2270,-600,-1677,2,26,1,10,2,1,0,1,7.32069110870361,NA,1981,18,10,11,11,11,11,11,11,11,11,11,11,11,0,3
"197",710,-648,-536,-26,24,22200,4258,-1075,-1334,-252,-313,-630,-35,2,25,1,13,1,5,0,1,98,12,1982,17,11,12,13,14,14,15,15,15,0,0,0,0,0,3
"198",712,-1016,-698,-1085,-1312,8117,5807,-1717,-619,-1055,-988,-1267,-776,1,28,1,11,1,4,0,1,87.2174911499023,NA,1982,17,10,11,12,13,14,15,15,15,15,15,15,0,0,3
"199",716,-247,-288,-1034,-1224,15939,-1690,-209,-877,-212,-1101,-1325,-971,1,29,1,11,2,2,0,1,33.2873497009277,11,1982,17,10,10,10,10,10,10,10,10,10,10,10,0,0,3
"200",717,-1445,-2215,-1404,-1811,9373,-6497,-1583,-2012,-872,-696,-2124,-850,1,21,1,12,1,2,1,1,80.4589462280273,12,1980,19,10,11,12,12,12,13,13,13,13,13,13,13,13,3
"201",719,232,307,-162,693,23656,8593,-645,-861,794,-667,-136,830,1,23,1,16,1,3,0,1,103.376861572266,NA,1981,18,11,12,13,14,15,16,16,17,17,17,17,17,0,3
"202",720,703,140,1094,1128,16131,8965,24,282,1006,417,1795,-19,1,21,1,12,4,3,0,1,132.489059448242,12,1980,19,11,12,13,13,13,13,13,13,13,13,13,13,13,3
"203",721,838,-50,747,929,28478,7231,-937,-204,1014,-15,-247,445,2,24,1,14,2,2,1,1,57.8600273132324,14,1981,18,11,12,13,14,15,16,16,17,17,17,17,17,0,3
"204",722,-39,617,444,942,20229,11517,-1604,-554,804,-48,-283,695,1,26,1,14,4,2,1,1,68.6582946777344,14,1983,16,11,12,13,14,14,15,15,15,15,15,0,0,0,3
"205",723,-753,-1064,-139,-55,15984,4659,-840,-717,-468,71,-1030,163,1,24,1,14,2,2,1,1,103.086608886719,15,1983,16,11,12,12,13,13,14,14,14,14,14,0,0,0,3
"206",724,1617,1265,1535,1281,19841,8677,-478,-430,1721,955,135,535,1,27,1,16,4,3,1,1,94.405158996582,16,1982,17,11,12,13,14,15,16,16,16,16,16,16,0,0,3
"207",725,1070,786,706,745,27845,11998,-585,-897,1466,-461,-156,713,2,30,1,16,1,3,1,1,118.71019744873,16,1980,19,11,12,13,14,15,16,17,18,19,19,19,19,19,3
"208",728,-934,-758,-2194,-929,5661,-1121,-2105,-2089,-1477,-1839,-2310,-1714,2,22,1,13,1,3,1,1,74.0222244262695,14,1983,16,10,11,12,13,13,13,13,13,13,13,0,0,0,3
"209",729,-703,373,486,-21,21681,8615,-1413,-1102,1159,-182,-378,-84,1,28,1,14,1,2,1,1,93.1178131103516,14,1980,19,11,12,13,14,15,15,15,15,15,15,15,16,16,3
"210",733,170,1031,371,851,32214,12248,-688,-379,2043,208,264,-236,2,32,1,16,4,2,1,1,92.2595901489258,18,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"211",734,-62,543,-47,685,26781,13019,-1552,-1252,1129,-803,-1304,415,2,34,1,16,4,2,1,1,92.2595901489258,18,1983,16,10,11,12,13,14,15,16,16,16,16,0,0,0,3
"212",737,627,210,234,278,27088,10699,40,232,739,129,1554,-615,1,27,1,16,4,3,1,1,166.001998901367,18,1982,17,11,12,13,14,14,14,15,15,15,15,15,0,0,3
"213",738,954,639,814,620,27924,10364,-630,-454,1900,882,495,980,1,24,1,16,4,3,1,1,39.0247650146484,18,1981,18,11,12,13,14,15,16,17,17,17,17,17,17,0,3
"214",739,1204,1192,826,1197,19780,12102,-757,-508,1674,389,1390,1324,2,25,1,16,4,3,1,1,35.5,18,1982,17,11,12,13,14,15,16,16,17,18,18,18,0,0,3
"215",741,77,-118,549,773,24519,7352,-1313,-956,527,-160,-418,802,2,28,1,16,4,1,0,1,3,NA,1982,17,11,12,13,14,15,15,16,17,17,17,17,0,0,3
"216",742,289,1086,340,1088,26459,13872,-1243,-782,1034,-471,-277,860,2,32,1,18,4,1,1,1,76.5999984741211,18,1982,17,11,12,13,14,15,16,17,17,17,17,17,0,0,3
"217",745,1302,1181,1002,1291,26595,9178,-876,-280,1567,899,609,1607,1,30,1,16,4,2,1,1,264.413818359375,16,1980,19,11,11,12,13,13,14,14,15,15,15,15,15,15,3
"218",746,1440,1225,443,1172,30680,11536,-1096,-319,1626,-16,-953,172,1,29,1,17,4,2,1,1,177,18,1982,17,11,12,13,13,14,15,15,15,15,15,15,0,0,3
"219",749,-1447,-980,-1551,-800,14484,6175,-1720,-1343,-1138,-1468,-1761,-1803,2,22,1,14,1,5,1,1,36.5276679992676,16,1983,16,11,12,13,14,14,14,14,14,14,14,0,0,0,3
"220",752,-1823,-2970,-2175,-1121,9198,4020,-2180,-1820,-1461,-1294,-1882,-1521,1,22,1,13,1,3,0,1,5.32960033416748,12,1983,16,11,11,12,12,12,12,12,12,12,12,0,0,0,3
"221",754,212,411,81,483,18980,9893,-436,-968,828,168,-192,661,1,33,1,12,2,1,1,1,271.082611083984,7,1980,19,11,12,12,12,12,12,12,12,12,12,12,12,12,3
"222",755,-1405,-197,-137,-478,24114,5886,-730,-1081,45,-512,-1118,-1222,2,32,1,9,4,2,1,1,57.5540008544922,8,1982,17,11,12,13,14,15,16,16,16,16,16,16,0,0,3
"223",757,633,48,509,924,20368,5195,-886,-1574,711,-46,-358,744,2,33,1,16,4,2,1,1,114.466255187988,16,1980,19,12,12,13,14,15,16,17,18,19,20,20,20,20,3
"224",758,940,1519,716,1050,21012,9047,-684,-765,1460,495,1063,-72,1,30,1,14,4,4,1,1,172.639358520508,19,1982,17,11,12,13,14,15,16,16,16,16,16,16,0,0,3
"225",761,-188,-2451,-372,-1024,20282,5116,-1467,-1810,-31,-1306,-498,-2015,1,31,1,16,4,1,1,1,79.1179580688477,18,1982,17,11,11,11,11,11,11,11,11,11,11,11,0,0,3
"226",763,982,1346,1749,1089,27245,12212,-542,-126,1849,74,959,1488,1,32,1,20,4,1,0,1,43.5853233337402,16,1980,19,11,12,13,14,15,15,15,15,15,16,16,16,16,3
"227",764,-540,-975,-311,-622,13699,1572,-966,-1482,-1071,-1880,-1386,-877,1,28,1,13,1,2,0,1,14.2465963363647,12,1981,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"228",765,-234,-51,-507,-76,13934,5948,-960,-477,-648,245,-1323,-451,1,23,1,12,2,3,0,1,61.148796081543,12,1983,16,11,12,13,13,13,13,13,13,13,13,0,0,0,3
"229",767,-50,1312,-295,408,23804,4355,-1159,-1094,1910,-361,-1019,745,2,31,1,18,4,3,1,1,173.569747924805,18,1981,18,11,12,13,14,15,16,16,16,16,17,18,18,0,3
"230",769,-76,39,528,992,15177,8133,154,-664,-224,361,-1079,-682,2,30,1,16,4,1,0,1,251.375534057617,15,1980,19,11,11,11,11,11,11,0,0,0,0,0,0,0,3
"231",774,661,-88,-493,-329,20376,6090,-1109,-1371,1196,180,-1630,-789,2,25,1,12,2,3,0,1,27.9997119903564,12,1981,18,10,11,12,13,13,13,14,14,15,15,15,15,0,3
"232",788,1222,760,742,1002,19213,8177,-307,-195,1429,1893,728,1477,1,32,1,16,4,1,1,1,62.2000007629395,16,1982,17,11,12,13,14,15,16,17,17,17,17,17,0,0,3
"233",789,-55,-469,123,-414,15741,10987,-619,-360,284,-390,-591,-309,1,25,1,14,4,2,0,1,94.5768051147461,12,1980,19,12,12,13,13,13,13,13,13,13,13,13,13,13,3
"234",791,40,-397,184,411,21970,7827,-1029,-676,640,-408,-136,268,2,32,1,16,4,1,1,1,75,13,1982,17,11,12,13,14,15,16,16,16,17,18,18,0,0,3
"235",794,349,835,519,811,20649,8517,-614,-691,722,229,-183,393,1,28,1,16,4,2,1,1,79.3861541748047,13,1982,17,10,11,12,13,14,15,16,17,18,19,20,0,0,3
"236",795,279,-129,-85,693,23703,9504,-1366,-1003,959,-135,-806,-1199,2,32,1,12,4,1,1,1,96.5689697265625,14,1981,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"237",796,-12,626,-129,176,21956,7111,-876,-698,741,178,-393,820,2,29,1,18,4,3,1,1,73.4492111206055,NA,1983,16,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"238",798,160,1229,-92,539,30600,12610,-1249,-976,1593,289,-324,840,1,32,1,16,4,2,1,1,77.9915390014648,16,1983,16,10,11,12,13,14,15,16,17,17,18,0,0,0,3
"239",800,-123,850,124,-246,34208,13105,-1970,-1465,831,-766,-1128,-342,1,22,1,12,4,3,1,1,101.059997558594,16,1982,17,11,12,13,14,15,16,16,16,16,16,17,0,0,3
"240",805,-206,464,-966,-197,19105,3635,-496,-115,766,73,380,1075,1,27,1,12,4,2,1,1,85.9301528930664,12,1980,19,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"241",806,-704,-598,-1060,-825,12699,1562,-1629,-820,-1902,-240,-1181,-622,1,30,1,12,4,2,1,1,85.9301528930664,12,1983,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"242",807,-331,-197,-484,-777,11741,5784,-1347,-1174,-736,-100,-1232,-755,2,20,1,11,2,3,1,1,56,12,1982,17,10,10,10,10,10,10,10,10,10,10,10,0,0,3
"243",808,-630,-72,-1008,-280,11195,3070,-860,-1019,-52,312,-1146,-1476,1,21,1,11,2,3,1,1,54.7120819091797,12,1983,16,10,10,11,11,11,12,12,12,12,12,0,0,0,3
"244",809,104,-101,309,212,20717,7713,-338,-503,985,-187,-759,112,2,19,1,12,4,4,0,1,50.2340812683105,12,1980,19,11,12,13,13,13,13,13,13,13,13,13,13,13,3
"245",810,7,-125,-473,-189,14336,4902,447,574,22,-196,-101,-247,1,20,1,12,4,4,0,1,41.8386497497559,12,1981,18,11,11,11,11,11,11,11,11,11,11,11,11,0,3
"246",816,-1348,-1381,-2795,-2093,9898,5170,-1289,-1924,-1911,-1760,-2021,-700,2,15,1,12,1,3,0,1,25.9682674407959,12,1982,17,9,10,11,12,12,12,12,12,12,12,12,0,0,3
"247",817,-1425,-1276,-1885,-1900,13062,2451,-858,-1540,-1125,-1440,-1843,-2099,1,22,1,14,1,2,0,1,4.86820316314697,NA,1983,16,9,10,10,10,10,10,10,10,10,10,0,0,0,3
"248",827,657,946,453,-43,21450,7602,1,-604,488,23,431,-150,1,23,1,15,4,2,1,1,75.3699264526367,17,1983,16,11,11,12,13,14,14,14,14,14,15,0,0,0,3
"249",833,196,1011,-327,852,13880,10035,-755,-899,928,101,-606,629,2,23,1,16,4,2,0,0,75.3699264526367,14,1983,16,11,12,13,13,13,14,14,14,14,14,0,0,0,3
"250",839,962,1311,1258,805,28007,11798,-638,-801,1557,-35,492,731,2,24,1,16,4,2,1,0,64.4224395751953,12,1980,19,11,12,13,14,15,15,15,15,15,15,15,15,15,3
"251",841,916,569,389,1350,24304,13086,9,-948,1305,190,-438,398,2,30,1,17,4,2,1,0,108,16,1982,17,11,12,13,14,14,15,15,15,15,15,15,0,0,3
"252",844,-1260,-363,-1637,-389,16877,9391,-1402,-1472,-464,-1264,-1384,-472,2,35,1,15,4,1,1,1,64.1860046386719,15,1983,16,10,11,12,13,14,15,15,15,15,15,0,0,0,3
"253",845,420,1753,-92,174,24541,12205,84,-1868,1202,57,-543,857,1,38,1,16,4,1,1,1,48.2753639221191,18,1980,19,10,11,12,13,14,15,16,16,16,16,16,16,16,3
"254",846,-479,-128,-313,242,13527,6693,-1230,-1223,575,-1250,-1084,-639,2,30,1,13,2,1,1,1,68.7012100219727,17,1980,19,10,11,12,12,13,14,15,16,16,16,16,16,16,3
"255",850,186,369,126,1334,23205,5557,-1392,-643,516,-912,-291,248,2,24,1,12,1,2,0,1,7.2880687713623,12,1981,18,11,12,13,13,14,15,16,16,16,17,17,17,0,3
"256",855,369,281,699,223,22204,10655,-1456,-1307,1412,-700,-488,-404,2,28,1,17,4,2,0,1,298.602966308594,NA,1981,18,11,12,13,14,15,15,15,16,16,17,17,17,0,3
"257",857,-188,1107,104,373,23051,10729,-668,-1691,1281,-310,-394,715,2,28,1,13,4,2,1,1,141.710723876953,12,1980,19,10,11,12,13,14,15,15,15,15,15,15,15,15,3
"258",858,-1017,-985,-726,-1849,10651,1164,-2254,-1807,-1430,-2152,-1191,-1333,2,31,1,13,4,2,1,1,141.710723876953,12,1983,16,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"259",862,-1277,-1304,-1397,-1534,9817,5724,-1811,-1545,-959,-1830,-1411,-1099,2,21,1,13,4,3,0,1,5.16884326934814,12,1981,18,11,11,11,11,11,11,11,11,11,11,11,11,0,3
